location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
T Nagar Commercial Hub,2026-06-03,18,2,120,94,26,26,73.04,78.33,MEDIUM
T Nagar Commercial Hub,2026-06-03,19,2,120,106,14,39,83.7,88.33,HIGH
T Nagar Commercial Hub,2026-06-03,20,2,120,45,75,17,36.78,37.5,LOW
T Nagar Commercial Hub,2026-06-03,21,2,120,66,54,17,57.49,55.0,MEDIUM
T Nagar Commercial Hub,2026-06-03,22,2,120,64,56,30,48.77,53.33,MEDIUM
T Nagar Commercial Hub,2026-06-03,23,2,120,15,105,4,6.8,12.5,LOW
Velachery Metro Station,2026-06-03,0,2,200,46,154,10,13.2,23.0,LOW
Velachery Metro Station,2026-06-03,1,2,200,42,158,11,8.17,21.0,LOW
Velachery Metro Station,2026-06-03,2,2,200,30,170,7,18.32,15.0,LOW
Velachery Metro Station,2026-06-03,3,2,200,18,182,7,13.47,9.0,LOW
Velachery Metro Station,2026-06-03,4,2,200,26,174,9,5.0,13.0,LOW
Velachery Metro Station,2026-06-03,5,2,200,42,158,14,15.96,21.0,LOW
Velachery Metro Station,2026-06-03,6,2,200,29,171,14,16.94,14.5,LOW
Velachery Metro Station,2026-06-03,7,2,200,166,34,62,79.64,83.0,HIGH
Velachery Metro Station,2026-06-03,8,2,200,163,37,50,81.38,81.5,HIGH
Velachery Metro Station,2026-06-03,9,2,200,158,42,70,81.42,79.0,MEDIUM
Velachery Metro Station,2026-06-03,10,2,200,175,25,69,84.75,87.5,HIGH
Velachery Metro Station,2026-06-03,11,2,200,152,48,61,73.43,76.0,MEDIUM
Velachery Metro Station,2026-06-03,12,2,200,180,20,75,97.63,90.0,HIGH
Velachery Metro Station,2026-06-03,13,2,200,157,43,77,74.97,78.5,MEDIUM
Velachery Metro Station,2026-06-03,14,2,200,140,60,51,76.3,70.0,MEDIUM
Velachery Metro Station,2026-06-03,15,2,200,153,47,47,70.21,76.5,MEDIUM
Velachery Metro Station,2026-06-03,16,2,200,161,39,39,74.93,80.5,HIGH
Velachery Metro Station,2026-06-03,17,2,200,198,2,90,98.0,99.0,HIGH
Velachery Metro Station,2026-06-03,18,2,200,180,20,77,93.42,90.0,HIGH
Velachery Metro Station,2026-06-03,19,2,200,177,23,73,89.7,88.5,HIGH
Velachery Metro Station,2026-06-03,20,2,200,165,35,51,81.06,82.5,HIGH
Velachery Metro Station,2026-06-03,21,2,200,65,135,19,35.73,32.5,LOW
Velachery Metro Station,2026-06-03,22,2,200,93,107,33,34.27,46.5,LOW
Velachery Metro Station,2026-06-03,23,2,200,107,93,49,52.98,53.5,MEDIUM
OMR IT Park,2026-06-03,0,2,300,7,293,3,9.5,2.33,LOW
OMR IT Park,2026-06-03,1,2,300,32,268,9,11.94,10.67,LOW
OMR IT Park,2026-06-03,2,2,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-06-03,3,2,300,15,285,7,5.62,5.0,LOW
OMR IT Park,2026-06-03,4,2,300,31,269,13,5.0,10.33,LOW
OMR IT Park,2026-06-03,5,2,300,6,294,1,5.0,2.0,LOW
OMR IT Park,2026-06-03,6,2,300,19,281,6,5.21,6.33,LOW
OMR IT Park,2026-06-03,7,2,300,6,294,1,5.96,2.0,LOW
OMR IT Park,2026-06-03,8,2,300,263,37,104,79.61,87.67,HIGH
OMR IT Park,2026-06-03,9,2,300,215,85,107,73.49,71.67,MEDIUM
OMR IT Park,2026-06-03,10,2,300,209,91,49,69.39,69.67,MEDIUM
OMR IT Park,2026-06-03,11,2,300,259,41,57,82.32,86.33,HIGH
OMR IT Park,2026-06-03,12,2,300,254,46,98,93.73,84.67,HIGH
OMR IT Park,2026-06-03,13,2,300,259,41,121,88.44,86.33,HIGH
OMR IT Park,2026-06-03,14,2,300,260,40,84,82.24,86.67,HIGH
OMR IT Park,2026-06-03,15,2,300,293,7,59,98.0,97.67,HIGH
OMR IT Park,2026-06-03,16,2,300,259,41,72,87.41,86.33,HIGH
OMR IT Park,2026-06-03,17,2,300,208,92,55,63.41,69.33,MEDIUM
OMR IT Park,2026-06-03,18,2,300,142,158,52,50.15,47.33,LOW
OMR IT Park,2026-06-03,19,2,300,173,127,52,61.16,57.67,MEDIUM
OMR IT Park,2026-06-03,20,2,300,69,231,22,27.52,23.0,LOW
OMR IT Park,2026-06-03,21,2,300,75,225,37,25.22,25.0,LOW
OMR IT Park,2026-06-03,22,2,300,102,198,34,25.13,34.0,LOW
OMR IT Park,2026-06-03,23,2,300,11,289,4,8.64,3.67,LOW
Anna Nagar Center,2026-06-03,0,2,100,19,81,7,22.18,19.0,LOW
Anna Nagar Center,2026-06-03,1,2,100,3,97,1,6.65,3.0,LOW
Anna Nagar Center,2026-06-03,2,2,100,15,85,3,15.69,15.0,LOW
Anna Nagar Center,2026-06-03,3,2,100,17,83,5,25.82,17.0,LOW
Anna Nagar Center,2026-06-03,4,2,100,14,86,4,17.78,14.0,LOW
Anna Nagar Center,2026-06-03,5,2,100,9,91,4,5.0,9.0,LOW
Anna Nagar Center,2026-06-03,6,2,100,12,88,4,16.86,12.0,LOW
Anna Nagar Center,2026-06-03,7,2,100,10,90,4,5.0,10.0,LOW
Anna Nagar Center,2026-06-03,8,2,100,54,46,27,56.29,54.0,MEDIUM
Anna Nagar Center,2026-06-03,9,2,100,64,36,27,68.96,64.0,MEDIUM
Anna Nagar Center,2026-06-03,10,2,100,58,42,17,62.09,58.0,MEDIUM
Anna Nagar Center,2026-06-03,11,2,100,61,39,20,56.8,61.0,MEDIUM
Anna Nagar Center,2026-06-03,12,2,100,77,23,21,75.84,77.0,MEDIUM
Anna Nagar Center,2026-06-03,13,2,100,68,32,27,66.97,68.0,MEDIUM
Anna Nagar Center,2026-06-03,14,2,100,72,28,33,72.91,72.0,MEDIUM
Anna Nagar Center,2026-06-03,15,2,100,89,11,30,82.07,89.0,HIGH
Anna Nagar Center,2026-06-03,16,2,100,64,36,25,64.72,64.0,MEDIUM
Anna Nagar Center,2026-06-03,17,2,100,45,55,22,44.59,45.0,LOW
Anna Nagar Center,2026-06-03,18,2,100,66,34,27,65.56,66.0,MEDIUM
Anna Nagar Center,2026-06-03,19,2,100,84,16,38,76.35,84.0,HIGH
Anna Nagar Center,2026-06-03,20,2,100,89,11,31,87.23,89.0,HIGH
Anna Nagar Center,2026-06-03,21,2,100,77,23,36,74.96,77.0,MEDIUM
Anna Nagar Center,2026-06-03,22,2,100,16,84,5,20.12,16.0,LOW
Anna Nagar Center,2026-06-03,23,2,100,8,92,4,5.0,8.0,LOW
Guindy Corporate Park,2026-06-03,0,2,180,12,168,3,5.0,6.67,LOW
Guindy Corporate Park,2026-06-03,1,2,180,15,165,4,13.67,8.33,LOW
Guindy Corporate Park,2026-06-03,2,2,180,10,170,2,12.12,5.56,LOW
Guindy Corporate Park,2026-06-03,3,2,180,7,173,2,5.0,3.89,LOW
Guindy Corporate Park,2026-06-03,4,2,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-06-03,5,2,180,7,173,2,16.38,3.89,LOW
Guindy Corporate Park,2026-06-03,6,2,180,20,160,5,5.0,11.11,LOW
Guindy Corporate Park,2026-06-03,7,2,180,24,156,5,5.23,13.33,LOW
Guindy Corporate Park,2026-06-03,8,2,180,162,18,62,93.93,90.0,HIGH
Guindy Corporate Park,2026-06-03,9,2,180,153,27,68,91.05,85.0,HIGH
Guindy Corporate Park,2026-06-03,10,2,180,154,26,64,79.21,85.56,HIGH
Guindy Corporate Park,2026-06-03,11,2,180,155,25,38,98.0,86.11,HIGH
Guindy Corporate Park,2026-06-03,12,2,180,150,30,40,85.23,83.33,HIGH
Guindy Corporate Park,2026-06-03,13,2,180,164,16,54,93.65,91.11,HIGH
Guindy Corporate Park,2026-06-03,14,2,180,163,17,53,92.76,90.56,HIGH
Guindy Corporate Park,2026-06-03,15,2,180,178,2,67,85.43,98.89,HIGH
Guindy Corporate Park,2026-06-03,16,2,180,142,38,30,77.45,78.89,MEDIUM
Guindy Corporate Park,2026-06-03,17,2,180,88,92,31,54.46,48.89,LOW
Guindy Corporate Park,2026-06-03,18,2,180,109,71,49,56.49,60.56,MEDIUM
Guindy Corporate Park,2026-06-03,19,2,180,97,83,34,61.61,53.89,MEDIUM
Guindy Corporate Park,2026-06-03,20,2,180,33,147,11,15.78,18.33,LOW
Guindy Corporate Park,2026-06-03,21,2,180,48,132,12,27.63,26.67,LOW
Guindy Corporate Park,2026-06-03,22,2,180,51,129,20,24.34,28.33,LOW
Guindy Corporate Park,2026-06-03,23,2,180,12,168,3,5.19,6.67,LOW
Chennai Mall,2026-06-04,0,3,150,31,119,13,18.51,20.67,LOW
Chennai Mall,2026-06-04,1,3,150,19,131,4,13.92,12.67,LOW
Chennai Mall,2026-06-04,2,3,150,35,115,11,17.47,23.33,LOW
Chennai Mall,2026-06-04,3,3,150,19,131,7,12.38,12.67,LOW
Chennai Mall,2026-06-04,4,3,150,35,115,10,20.72,23.33,LOW
Chennai Mall,2026-06-04,5,3,150,24,126,9,22.45,16.0,LOW
Chennai Mall,2026-06-04,6,3,150,22,128,7,16.02,14.67,LOW
Chennai Mall,2026-06-04,7,3,150,9,141,2,5.0,6.0,LOW
Chennai Mall,2026-06-04,8,3,150,38,112,9,35.33,25.33,LOW
Chennai Mall,2026-06-04,9,3,150,32,118,13,22.96,21.33,LOW
Chennai Mall,2026-06-04,10,3,150,23,127,8,11.73,15.33,LOW
Chennai Mall,2026-06-04,11,3,150,10,140,3,18.37,6.67,LOW
Chennai Mall,2026-06-04,12,3,150,81,69,29,56.64,54.0,MEDIUM
Chennai Mall,2026-06-04,13,3,150,87,63,38,59.87,58.0,MEDIUM
Chennai Mall,2026-06-04,14,3,150,64,86,19,42.48,42.67,LOW
Chennai Mall,2026-06-04,15,3,150,82,68,38,59.39,54.67,MEDIUM
Chennai Mall,2026-06-04,16,3,150,32,118,11,25.15,21.33,LOW
Chennai Mall,2026-06-04,17,3,150,131,19,62,83.98,87.33,HIGH
Chennai Mall,2026-06-04,18,3,150,112,38,44,77.36,74.67,MEDIUM
Chennai Mall,2026-06-04,19,3,150,132,18,64,81.07,88.0,HIGH
Chennai Mall,2026-06-04,20,3,150,96,54,42,70.69,64.0,MEDIUM
Chennai Mall,2026-06-04,21,3,150,123,27,39,80.97,82.0,HIGH
Chennai Mall,2026-06-04,22,3,150,52,98,21,38.89,34.67,LOW
Chennai Mall,2026-06-04,23,3,150,58,92,27,33.73,38.67,LOW
T Nagar Commercial Hub,2026-06-04,0,3,120,9,111,4,6.57,7.5,LOW
T Nagar Commercial Hub,2026-06-04,1,3,120,17,103,7,9.0,14.17,LOW
T Nagar Commercial Hub,2026-06-04,2,3,120,8,112,3,7.46,6.67,LOW
T Nagar Commercial Hub,2026-06-04,3,3,120,24,96,10,19.28,20.0,LOW
T Nagar Commercial Hub,2026-06-04,4,3,120,13,107,3,13.24,10.83,LOW
T Nagar Commercial Hub,2026-06-04,5,3,120,23,97,11,14.52,19.17,LOW
T Nagar Commercial Hub,2026-06-04,6,3,120,5,115,2,9.17,4.17,LOW
T Nagar Commercial Hub,2026-06-04,7,3,120,27,93,8,19.04,22.5,LOW
T Nagar Commercial Hub,2026-06-04,8,3,120,14,106,4,18.6,11.67,LOW
T Nagar Commercial Hub,2026-06-04,9,3,120,13,107,3,17.38,10.83,LOW
T Nagar Commercial Hub,2026-06-04,10,3,120,91,29,28,75.75,75.83,MEDIUM
T Nagar Commercial Hub,2026-06-04,11,3,120,88,32,34,77.54,73.33,MEDIUM
T Nagar Commercial Hub,2026-06-04,12,3,120,82,38,41,74.94,68.33,MEDIUM
T Nagar Commercial Hub,2026-06-04,13,3,120,92,28,27,71.9,76.67,MEDIUM
T Nagar Commercial Hub,2026-06-04,14,3,120,91,29,41,79.78,75.83,MEDIUM
T Nagar Commercial Hub,2026-06-04,15,3,120,85,35,30,72.04,70.83,MEDIUM
T Nagar Commercial Hub,2026-06-04,16,3,120,85,35,41,61.05,70.83,MEDIUM
T Nagar Commercial Hub,2026-06-04,17,3,120,101,19,40,85.12,84.17,HIGH
T Nagar Commercial Hub,2026-06-04,18,3,120,81,39,30,69.76,67.5,MEDIUM
T Nagar Commercial Hub,2026-06-04,19,3,120,69,51,32,51.39,57.5,MEDIUM
T Nagar Commercial Hub,2026-06-04,20,3,120,59,61,14,48.35,49.17,LOW
T Nagar Commercial Hub,2026-06-04,21,3,120,54,66,25,47.67,45.0,LOW
T Nagar Commercial Hub,2026-06-04,22,3,120,51,69,23,43.89,42.5,LOW
T Nagar Commercial Hub,2026-06-04,23,3,120,10,110,3,5.0,8.33,LOW
Velachery Metro Station,2026-06-04,0,3,200,38,162,14,14.86,19.0,LOW
Velachery Metro Station,2026-06-04,1,3,200,4,196,2,5.0,2.0,LOW
Velachery Metro Station,2026-06-04,2,3,200,25,175,5,5.14,12.5,LOW
Velachery Metro Station,2026-06-04,3,3,200,40,160,15,23.04,20.0,LOW
Velachery Metro Station,2026-06-04,4,3,200,41,159,9,15.14,20.5,LOW
Velachery Metro Station,2026-06-04,5,3,200,23,177,10,13.92,11.5,LOW
Velachery Metro Station,2026-06-04,6,3,200,30,170,13,17.19,15.0,LOW
Velachery Metro Station,2026-06-04,7,3,200,196,4,64,98.0,98.0,HIGH
Velachery Metro Station,2026-06-04,8,3,200,180,20,69,83.94,90.0,HIGH
Velachery Metro Station,2026-06-04,9,3,200,200,0,78,90.5,100.0,HIGH
Velachery Metro Station,2026-06-04,10,3,200,175,25,62,94.56,87.5,HIGH
Velachery Metro Station,2026-06-04,11,3,200,142,58,56,59.86,71.0,MEDIUM
Velachery Metro Station,2026-06-04,12,3,200,183,17,64,90.17,91.5,HIGH
Velachery Metro Station,2026-06-04,13,3,200,162,38,50,80.49,81.0,HIGH
Velachery Metro Station,2026-06-04,14,3,200,156,44,40,68.17,78.0,MEDIUM
Velachery Metro Station,2026-06-04,15,3,200,157,43,56,77.65,78.5,MEDIUM
Velachery Metro Station,2026-06-04,16,3,200,147,53,55,67.21,73.5,MEDIUM
Velachery Metro Station,2026-06-04,17,3,200,187,13,60,91.27,93.5,HIGH
Velachery Metro Station,2026-06-04,18,3,200,167,33,51,87.56,83.5,HIGH
Velachery Metro Station,2026-06-04,19,3,200,184,16,76,97.48,92.0,HIGH
Velachery Metro Station,2026-06-04,20,3,200,195,5,62,95.63,97.5,HIGH
Velachery Metro Station,2026-06-04,21,3,200,86,114,36,39.64,43.0,LOW
Velachery Metro Station,2026-06-04,22,3,200,96,104,47,42.49,48.0,LOW
Velachery Metro Station,2026-06-04,23,3,200,102,98,41,47.46,51.0,MEDIUM
OMR IT Park,2026-06-04,0,3,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-06-04,1,3,300,23,277,5,5.0,7.67,LOW
OMR IT Park,2026-06-04,2,3,300,13,287,5,5.0,4.33,LOW
OMR IT Park,2026-06-04,3,3,300,33,267,7,5.0,11.0,LOW
OMR IT Park,2026-06-04,4,3,300,23,277,11,10.88,7.67,LOW
OMR IT Park,2026-06-04,5,3,300,24,276,6,5.0,8.0,LOW
OMR IT Park,2026-06-04,6,3,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-06-04,7,3,300,6,294,3,10.28,2.0,LOW
OMR IT Park,2026-06-04,8,3,300,263,37,87,90.54,87.67,HIGH
OMR IT Park,2026-06-04,9,3,300,252,48,110,81.35,84.0,HIGH
OMR IT Park,2026-06-04,10,3,300,248,52,114,83.6,82.67,HIGH
OMR IT Park,2026-06-04,11,3,300,273,27,102,93.03,91.0,HIGH
OMR IT Park,2026-06-04,12,3,300,274,26,112,90.58,91.33,HIGH
OMR IT Park,2026-06-04,13,3,300,258,42,63,80.67,86.0,HIGH
OMR IT Park,2026-06-04,14,3,300,279,21,58,93.87,93.0,HIGH
OMR IT Park,2026-06-04,15,3,300,262,38,58,97.69,87.33,HIGH
OMR IT Park,2026-06-04,16,3,300,272,28,104,81.46,90.67,HIGH
OMR IT Park,2026-06-04,17,3,300,194,106,47,56.8,64.67,MEDIUM
OMR IT Park,2026-06-04,18,3,300,186,114,91,59.76,62.0,MEDIUM
OMR IT Park,2026-06-04,19,3,300,169,131,35,57.8,56.33,MEDIUM
OMR IT Park,2026-06-04,20,3,300,74,226,35,28.35,24.67,LOW
OMR IT Park,2026-06-04,21,3,300,51,249,24,18.47,17.0,LOW
OMR IT Park,2026-06-04,22,3,300,67,233,20,19.63,22.33,LOW
OMR IT Park,2026-06-04,23,3,300,21,279,7,5.0,7.0,LOW
Anna Nagar Center,2026-06-04,0,3,100,20,80,6,26.38,20.0,LOW
Anna Nagar Center,2026-06-04,1,3,100,6,94,3,5.86,6.0,LOW
Anna Nagar Center,2026-06-04,2,3,100,19,81,5,7.03,19.0,LOW
Anna Nagar Center,2026-06-04,3,3,100,13,87,4,25.55,13.0,LOW
Anna Nagar Center,2026-06-04,4,3,100,26,74,10,29.37,26.0,LOW
Anna Nagar Center,2026-06-04,5,3,100,16,84,3,11.03,16.0,LOW
Anna Nagar Center,2026-06-04,6,3,100,10,90,5,15.72,10.0,LOW
Anna Nagar Center,2026-06-04,7,3,100,24,76,11,32.03,24.0,LOW
Anna Nagar Center,2026-06-04,8,3,100,42,58,18,44.67,42.0,LOW
Anna Nagar Center,2026-06-04,9,3,100,47,53,23,41.03,47.0,LOW
Anna Nagar Center,2026-06-04,10,3,100,53,47,17,57.31,53.0,MEDIUM
Anna Nagar Center,2026-06-04,11,3,100,49,51,16,43.52,49.0,LOW
Anna Nagar Center,2026-06-04,12,3,100,85,15,39,75.41,85.0,HIGH
Anna Nagar Center,2026-06-04,13,3,100,91,9,39,85.87,91.0,HIGH
Anna Nagar Center,2026-06-04,14,3,100,82,18,38,77.17,82.0,HIGH
Anna Nagar Center,2026-06-04,15,3,100,66,34,23,71.45,66.0,MEDIUM
Anna Nagar Center,2026-06-04,16,3,100,62,38,26,54.46,62.0,MEDIUM
Anna Nagar Center,2026-06-04,17,3,100,56,44,17,53.58,56.0,MEDIUM
Anna Nagar Center,2026-06-04,18,3,100,81,19,39,80.08,81.0,HIGH
Anna Nagar Center,2026-06-04,19,3,100,64,36,13,69.49,64.0,MEDIUM
Anna Nagar Center,2026-06-04,20,3,100,84,16,20,85.55,84.0,HIGH
Anna Nagar Center,2026-06-04,21,3,100,84,16,36,88.24,84.0,HIGH
Anna Nagar Center,2026-06-04,22,3,100,20,80,7,22.98,20.0,LOW
Anna Nagar Center,2026-06-04,23,3,100,2,98,0,5.0,2.0,LOW
Guindy Corporate Park,2026-06-04,0,3,180,9,171,4,5.0,5.0,LOW
Guindy Corporate Park,2026-06-04,1,3,180,5,175,1,5.62,2.78,LOW
Guindy Corporate Park,2026-06-04,2,3,180,13,167,5,5.0,7.22,LOW
Guindy Corporate Park,2026-06-04,3,3,180,4,176,1,5.0,2.22,LOW
Guindy Corporate Park,2026-06-04,4,3,180,12,168,6,5.0,6.67,LOW
Guindy Corporate Park,2026-06-04,5,3,180,8,172,3,8.41,4.44,LOW
Guindy Corporate Park,2026-06-04,6,3,180,7,173,3,5.0,3.89,LOW
Guindy Corporate Park,2026-06-04,7,3,180,4,176,2,6.54,2.22,LOW
Guindy Corporate Park,2026-06-04,8,3,180,160,20,62,76.13,88.89,HIGH
Guindy Corporate Park,2026-06-04,9,3,180,123,57,51,75.71,68.33,MEDIUM
Guindy Corporate Park,2026-06-04,10,3,180,164,16,58,97.41,91.11,HIGH
Guindy Corporate Park,2026-06-04,11,3,180,145,35,50,87.02,80.56,HIGH
Guindy Corporate Park,2026-06-04,12,3,180,155,25,34,80.38,86.11,HIGH
Guindy Corporate Park,2026-06-04,13,3,180,165,15,47,93.55,91.67,HIGH
Guindy Corporate Park,2026-06-04,14,3,180,162,18,37,98.0,90.0,HIGH
Guindy Corporate Park,2026-06-04,15,3,180,160,20,47,84.04,88.89,HIGH
Guindy Corporate Park,2026-06-04,16,3,180,169,11,80,98.0,93.89,HIGH
Guindy Corporate Park,2026-06-04,17,3,180,107,73,34,69.34,59.44,MEDIUM
Guindy Corporate Park,2026-06-04,18,3,180,121,59,49,61.74,67.22,MEDIUM
Guindy Corporate Park,2026-06-04,19,3,180,128,52,30,79.44,71.11,MEDIUM
Guindy Corporate Park,2026-06-04,20,3,180,53,127,16,31.34,29.44,LOW
Guindy Corporate Park,2026-06-04,21,3,180,46,134,16,34.22,25.56,LOW
Guindy Corporate Park,2026-06-04,22,3,180,27,153,6,12.1,15.0,LOW
Guindy Corporate Park,2026-06-04,23,3,180,21,159,10,6.54,11.67,LOW
Chennai Mall,2026-06-05,0,4,150,12,138,6,19.76,8.0,LOW
Chennai Mall,2026-06-05,1,4,150,18,132,5,17.33,12.0,LOW
Chennai Mall,2026-06-05,2,4,150,17,133,5,11.78,11.33,LOW
Chennai Mall,2026-06-05,3,4,150,34,116,9,14.09,22.67,LOW
Chennai Mall,2026-06-05,4,4,150,30,120,7,15.74,20.0,LOW
Chennai Mall,2026-06-05,5,4,150,3,147,1,7.83,2.0,LOW
Chennai Mall,2026-06-05,6,4,150,3,147,1,5.0,2.0,LOW
Chennai Mall,2026-06-05,7,4,150,10,140,3,5.0,6.67,LOW
Chennai Mall,2026-06-05,8,4,150,23,127,8,15.69,15.33,LOW
Chennai Mall,2026-06-05,9,4,150,45,105,13,25.35,30.0,LOW
Chennai Mall,2026-06-05,10,4,150,31,119,15,28.22,20.67,LOW
Chennai Mall,2026-06-05,11,4,150,10,140,3,8.47,6.67,LOW
Chennai Mall,2026-06-05,12,4,150,65,85,23,36.73,43.33,LOW
Chennai Mall,2026-06-05,13,4,150,78,72,38,41.95,52.0,MEDIUM
Chennai Mall,2026-06-05,14,4,150,95,55,32,64.56,63.33,MEDIUM
Chennai Mall,2026-06-05,15,4,150,73,77,20,49.05,48.67,LOW
Chennai Mall,2026-06-05,16,4,150,22,128,8,9.39,14.67,LOW
Chennai Mall,2026-06-05,17,4,150,102,48,23,66.59,68.0,MEDIUM
Chennai Mall,2026-06-05,18,4,150,107,43,26,70.42,71.33,MEDIUM
Chennai Mall,2026-06-05,19,4,150,121,29,29,86.38,80.67,HIGH
Chennai Mall,2026-06-05,20,4,150,120,30,48,91.55,80.0,HIGH
Chennai Mall,2026-06-05,21,4,150,109,41,31,69.79,72.67,MEDIUM
Chennai Mall,2026-06-05,22,4,150,46,104,10,32.5,30.67,LOW
Chennai Mall,2026-06-05,23,4,150,30,120,14,22.17,20.0,LOW
T Nagar Commercial Hub,2026-06-05,0,4,120,16,104,6,5.0,13.33,LOW
T Nagar Commercial Hub,2026-06-05,1,4,120,10,110,4,5.0,8.33,LOW
T Nagar Commercial Hub,2026-06-05,2,4,120,14,106,3,12.78,11.67,LOW
T Nagar Commercial Hub,2026-06-05,3,4,120,16,104,4,13.54,13.33,LOW
T Nagar Commercial Hub,2026-06-05,4,4,120,23,97,7,21.07,19.17,LOW
T Nagar Commercial Hub,2026-06-05,5,4,120,11,109,4,12.34,9.17,LOW
T Nagar Commercial Hub,2026-06-05,6,4,120,26,94,12,16.81,21.67,LOW
T Nagar Commercial Hub,2026-06-05,7,4,120,23,97,11,22.02,19.17,LOW
T Nagar Commercial Hub,2026-06-05,8,4,120,19,101,8,10.14,15.83,LOW
T Nagar Commercial Hub,2026-06-05,9,4,120,15,105,4,14.59,12.5,LOW
T Nagar Commercial Hub,2026-06-05,10,4,120,89,31,18,81.94,74.17,MEDIUM
T Nagar Commercial Hub,2026-06-05,11,4,120,74,46,20,59.19,61.67,MEDIUM
T Nagar Commercial Hub,2026-06-05,12,4,120,89,31,40,70.44,74.17,MEDIUM
T Nagar Commercial Hub,2026-06-05,13,4,120,93,27,19,73.86,77.5,MEDIUM
T Nagar Commercial Hub,2026-06-05,14,4,120,84,36,24,73.72,70.0,MEDIUM
T Nagar Commercial Hub,2026-06-05,15,4,120,79,41,34,61.93,65.83,MEDIUM
T Nagar Commercial Hub,2026-06-05,16,4,120,100,20,31,85.9,83.33,HIGH
T Nagar Commercial Hub,2026-06-05,17,4,120,97,23,30,71.79,80.83,HIGH
T Nagar Commercial Hub,2026-06-05,18,4,120,89,31,42,73.43,74.17,MEDIUM
T Nagar Commercial Hub,2026-06-05,19,4,120,70,50,15,62.71,58.33,MEDIUM
T Nagar Commercial Hub,2026-06-05,20,4,120,44,76,12,34.95,36.67,LOW
T Nagar Commercial Hub,2026-06-05,21,4,120,65,55,24,68.68,54.17,MEDIUM
T Nagar Commercial Hub,2026-06-05,22,4,120,55,65,17,52.71,45.83,LOW
T Nagar Commercial Hub,2026-06-05,23,4,120,27,93,9,16.38,22.5,LOW
Velachery Metro Station,2026-06-05,0,4,200,27,173,7,5.84,13.5,LOW
Velachery Metro Station,2026-06-05,1,4,200,18,182,4,12.19,9.0,LOW
Velachery Metro Station,2026-06-05,2,4,200,12,188,4,9.58,6.0,LOW
Velachery Metro Station,2026-06-05,3,4,200,31,169,13,21.95,15.5,LOW
Velachery Metro Station,2026-06-05,4,4,200,27,173,13,18.68,13.5,LOW
Velachery Metro Station,2026-06-05,5,4,200,23,177,5,5.0,11.5,LOW
Velachery Metro Station,2026-06-05,6,4,200,18,182,4,5.0,9.0,LOW
Velachery Metro Station,2026-06-05,7,4,200,191,9,56,92.4,95.5,HIGH
Velachery Metro Station,2026-06-05,8,4,200,176,24,80,88.25,88.0,HIGH
Velachery Metro Station,2026-06-05,9,4,200,169,31,70,81.62,84.5,HIGH
Velachery Metro Station,2026-06-05,10,4,200,187,13,88,89.02,93.5,HIGH
Velachery Metro Station,2026-06-05,11,4,200,178,22,71,75.92,89.0,HIGH
Velachery Metro Station,2026-06-05,12,4,200,154,46,38,73.33,77.0,MEDIUM
Velachery Metro Station,2026-06-05,13,4,200,172,28,36,84.58,86.0,HIGH
Velachery Metro Station,2026-06-05,14,4,200,140,60,58,78.74,70.0,MEDIUM
Velachery Metro Station,2026-06-05,15,4,200,168,32,59,78.88,84.0,HIGH
Velachery Metro Station,2026-06-05,16,4,200,160,40,54,81.62,80.0,HIGH
Velachery Metro Station,2026-06-05,17,4,200,200,0,92,98.0,100.0,HIGH
Velachery Metro Station,2026-06-05,18,4,200,174,26,53,91.54,87.0,HIGH
Velachery Metro Station,2026-06-05,19,4,200,186,14,68,94.39,93.0,HIGH
Velachery Metro Station,2026-06-05,20,4,200,182,18,45,97.88,91.0,HIGH
Velachery Metro Station,2026-06-05,21,4,200,95,105,20,56.88,47.5,LOW
Velachery Metro Station,2026-06-05,22,4,200,102,98,27,53.25,51.0,MEDIUM
Velachery Metro Station,2026-06-05,23,4,200,96,104,47,54.22,48.0,LOW
OMR IT Park,2026-06-05,0,4,300,24,276,11,5.0,8.0,LOW
OMR IT Park,2026-06-05,1,4,300,12,288,4,10.37,4.0,LOW
OMR IT Park,2026-06-05,2,4,300,6,294,3,5.0,2.0,LOW
OMR IT Park,2026-06-05,3,4,300,16,284,6,11.24,5.33,LOW
OMR IT Park,2026-06-05,4,4,300,20,280,6,5.0,6.67,LOW
OMR IT Park,2026-06-05,5,4,300,25,275,7,5.0,8.33,LOW
OMR IT Park,2026-06-05,6,4,300,17,283,8,7.1,5.67,LOW
OMR IT Park,2026-06-05,7,4,300,29,271,9,5.0,9.67,LOW
OMR IT Park,2026-06-05,8,4,300,219,81,86,70.65,73.0,MEDIUM
OMR IT Park,2026-06-05,9,4,300,250,50,81,89.39,83.33,HIGH
OMR IT Park,2026-06-05,10,4,300,264,36,75,86.13,88.0,HIGH
OMR IT Park,2026-06-05,11,4,300,251,49,123,88.16,83.67,HIGH
OMR IT Park,2026-06-05,12,4,300,260,40,107,78.97,86.67,HIGH
OMR IT Park,2026-06-05,13,4,300,253,47,71,79.3,84.33,HIGH
